"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"C","Alex Len",5500,"Pho@Dal 08:30PM ET",17.854,"Pho"
"PG","Tony Parker",5200,"Uta@SA 08:30PM ET",24.083,"SA"
"PG","Goran Dragic",5200,"Mia@Atl 08:00PM ET",23.750,"Mia"
"SG","Alec Burks",5100,"Uta@SA 08:30PM ET",24.536,"Uta"
"PF","Nikola Mirotic",5100,"Phi@Chi 08:00PM ET",24.286,"Chi"
"SF","Kent Bazemore",5000,"Mia@Atl 08:00PM ET",24.550,"Atl"
"PG","Dennis Schroder",5000,"Mia@Atl 08:00PM ET",20.930,"Atl"
"SG","Raymond Felton",4900,"Pho@Dal 08:30PM ET",20.604,"Dal"
"SF","Jerami Grant",4900,"Phi@Chi 08:00PM ET",22.688,"Phi"
"C","Joakim Noah",4800,"Phi@Chi 08:00PM ET",22.163,"Chi"
"PG","Isaiah Canaan",4800,"Phi@Chi 08:00PM ET",19.469,"Phi"
"SF","Mirza Teletovic",4800,"Pho@Dal 08:30PM ET",16.896,"Pho"
"SF","Thabo Sefolosha",4700,"Mia@Atl 08:00PM ET",20.405,"Atl"
"PF","Trevor Booker",4700,"Uta@SA 08:30PM ET",17.138,"Uta"
"PG","T.J. McConnell",4700,"Phi@Chi 08:00PM ET",23.854,"Phi"
"SF","Jeff Green",4600,"Was@Mem 08:00PM ET",18.615,"Mem"
"PF","Markieff Morris",4600,"Pho@Dal 08:30PM ET",21.847,"Pho"
"SG","Kyle Korver",4500,"Mia@Atl 08:00PM ET",20.685,"Atl"
"PF","Taj Gibson",4400,"Phi@Chi 08:00PM ET",18.274,"Chi"
"SG","Rodney Hood",4400,"Uta@SA 08:30PM ET",21.750,"Uta"
"PG","Trey Burke",4400,"Uta@SA 08:30PM ET",19.786,"Uta"
"SG","Manu Ginobili",4300,"Uta@SA 08:30PM ET",21.925,"SA"
"C","Tyson Chandler",4300,"Pho@Dal 08:30PM ET",19.133,"Pho"
"SF","Matt Barnes",4300,"Was@Mem 08:00PM ET",18.906,"Mem"
"SF","Jared Dudley",4300,"Was@Mem 08:00PM ET",16.548,"Was"
"SF","Luol Deng",4200,"Mia@Atl 08:00PM ET",19.417,"Mia"
"SG","Gerald Green",4200,"Mia@Atl 08:00PM ET",16.300,"Mia"
"SF","Chandler Parsons",4100,"Pho@Dal 08:30PM ET",14.412,"Dal"
"PF","Dwight Powell",4100,"Pho@Dal 08:30PM ET",20.783,"Dal"
"SG","Gary Neal",4000,"Was@Mem 08:00PM ET",15.975,"Was"
"PG","Mario Chalmers",4000,"Was@Mem 08:00PM ET",19.369,"Mem"
"SF","T.J. Warren",4000,"Pho@Dal 08:30PM ET",17.641,"Pho"
"PF","Nene Hilario",3900,"Was@Mem 08:00PM ET",17.604,"Was"
"SF","P.J. Tucker",3900,"Pho@Dal 08:30PM ET",16.271,"Pho"
"SG","Courtney Lee",3900,"Was@Mem 08:00PM ET",17.490,"Mem"
"PF","David West",3800,"Uta@SA 08:30PM ET",13.410,"SA"
"PG","Ramon Sessions",3800,"Was@Mem 08:00PM ET",16.898,"Was"
"SG","Danny Green",3800,"Uta@SA 08:30PM ET",17.360,"SA"
"SG","Tyler Johnson",3800,"Mia@Atl 08:00PM ET",17.382,"Mia"
"SF","Justise Winslow",3800,"Mia@Atl 08:00PM ET",15.750,"Mia"
"PF","Kris Humphries",3700,"Was@Mem 08:00PM ET",13.912,"Was"
"PG","Patty Mills",3700,"Uta@SA 08:30PM ET",17.190,"SA"
"SG","Hollis Thompson",3700,"Phi@Chi 08:00PM ET",17.677,"Phi"
"PG","Tony Wroten",3600,"Phi@Chi 08:00PM ET",9.917,"Phi"
"SG","Nik Stauskas",3600,"Phi@Chi 08:00PM ET",15.909,"Phi"
"PF","Boris Diaw",3500,"Uta@SA 08:30PM ET",14.380,"SA"
"PG","Aaron Brooks",3500,"Phi@Chi 08:00PM ET",16.250,"Chi"
"SG","Garrett Temple",3500,"Was@Mem 08:00PM ET",11.713,"Was"
"PG","Devin Harris",3400,"Pho@Dal 08:30PM ET",15.466,"Dal"
"SF","Tony Allen",3400,"Was@Mem 08:00PM ET",14.948,"Mem"
"PG","J.J. Barea",3400,"Pho@Dal 08:30PM ET",17.514,"Dal"
"SF","Doug McDermott",3400,"Phi@Chi 08:00PM ET",13.488,"Chi"
"PF","JaMychal Green",3300,"Was@Mem 08:00PM ET",14.396,"Mem"
"PG","Kirk Hinrich",3200,"Phi@Chi 08:00PM ET",11.667,"Chi"
"PF","Josh McRoberts",3200,"Mia@Atl 08:00PM ET",10.638,"Mia"
"PF","Brandan Wright",3200,"Was@Mem 08:00PM ET",14.571,"Mem"
"PF","Mike Scott",3200,"Mia@Atl 08:00PM ET",9.988,"Atl"
"C","Mike Muscala",3200,"Mia@Atl 08:00PM ET",11.171,"Atl"
"SF","Tony Snell",3200,"Phi@Chi 08:00PM ET",11.940,"Chi"
"PG","Raul Neto",3200,"Uta@SA 08:30PM ET",11.512,"Uta"
"SG","Devin Booker",3200,"Pho@Dal 08:30PM ET",9.875,"Pho"
"PF","Trey Lyles",3200,"Uta@SA 08:30PM ET",6.750,"Uta"
"PG","Ronnie Price",3100,"Pho@Dal 08:30PM ET",8.318,"Pho"
"C","Ryan Hollins",3100,"Was@Mem 08:00PM ET",4.450,"Was"
"PF","Charlie Villanueva",3100,"Pho@Dal 08:30PM ET",11.034,"Dal"
"C","Jeff Withey",3100,"Uta@SA 08:30PM ET",8.385,"Uta"
"SG","Lamar Patterson",3100,"Mia@Atl 08:00PM ET",7.579,"Atl"
"PG","Kendall Marshall",3100,"Phi@Chi 08:00PM ET",15.250,"Phi"
"SF","Jonathon Simmons",3100,"Uta@SA 08:30PM ET",11.136,"SA"
"SG","James Ennis",3100,"Was@Mem 08:00PM ET",2.625,"Mem"
"SF","Jakarr Sampson",3100,"Phi@Chi 08:00PM ET",10.924,"Phi"
"SF","Kyle Anderson",3100,"Uta@SA 08:30PM ET",8.500,"SA"
"SG","Vince Carter",3000,"Was@Mem 08:00PM ET",9.614,"Mem"
"PF","Matt Bonner",3000,"Uta@SA 08:30PM ET",4.361,"SA"
"SG","Alan Anderson",3000,"Was@Mem 08:00PM ET",0,"Was"
"C","Chris Andersen",3000,"Mia@Atl 08:00PM ET",4.417,"Mia"
"PF","Drew Gooden",3000,"Was@Mem 08:00PM ET",11.542,"Was"
"PF","Amar'e Stoudemire",3000,"Mia@Atl 08:00PM ET",7.833,"Mia"
"SG","Rasual Butler",3000,"Uta@SA 08:30PM ET",7.488,"SA"
"SF","Mike Dunleavy",3000,"Phi@Chi 08:00PM ET",0,"Chi"
"PF","Udonis Haslem",3000,"Mia@Atl 08:00PM ET",6.786,"Mia"
"PG","Beno Udrih",3000,"Mia@Atl 08:00PM ET",8.933,"Mia"
"PF","Carl Landry",3000,"Phi@Chi 08:00PM ET",0,"Phi"
"SG","Sonny Weems",3000,"Pho@Dal 08:30PM ET",4.500,"Pho"
"C","JaVale McGee",3000,"Pho@Dal 08:30PM ET",8.417,"Dal"
"SG","Elijah Millsap",3000,"Uta@SA 08:30PM ET",5.545,"Uta"
"SF","Jeremy Evans",3000,"Pho@Dal 08:30PM ET",5.515,"Dal"
"C","Tiago Splitter",3000,"Mia@Atl 08:00PM ET",12.438,"Atl"
"SG","Justin Holiday",3000,"Mia@Atl 08:00PM ET",7.250,"Atl"
"SG","E'Twaun Moore",3000,"Phi@Chi 08:00PM ET",9.592,"Chi"
"C","DeJuan Blair",3000,"Was@Mem 08:00PM ET",6.083,"Was"
"SF","Chris Johnson",3000,"Uta@SA 08:30PM ET",2.867,"Uta"
"PG","Shelvin Mack",3000,"Mia@Atl 08:00PM ET",8.225,"Atl"
"SG","John Jenkins",3000,"Pho@Dal 08:30PM ET",6.400,"Dal"
"PF","Cory Jefferson",3000,"Pho@Dal 08:30PM ET",5.833,"Pho"
"C","Tibor Pleiss",3000,"Uta@SA 08:30PM ET",1.688,"Uta"
"PF","Cameron Bairstow",3000,"Phi@Chi 08:00PM ET",2.875,"Chi"
"SG","Tim Hardaway Jr.",3000,"Mia@Atl 08:00PM ET",5.438,"Atl"
"PG","Russ Smith",3000,"Was@Mem 08:00PM ET",4.104,"Mem"
"SG","Joe Ingles",3000,"Uta@SA 08:30PM ET",7.202,"Uta"
"C","Boban Marjanovic",3000,"Uta@SA 08:30PM ET",6.417,"SA"
"C","Salah Mejri",3000,"Pho@Dal 08:30PM ET",2.350,"Dal"
"PG","Ray McCallum",3000,"Uta@SA 08:30PM ET",5.063,"SA"
"PG","Bryce Cotton",3000,"Pho@Dal 08:30PM ET",0,"Pho"
"SG","Josh Richardson",3000,"Mia@Atl 08:00PM ET",4.045,"Mia"
"PF","Jarnell Stokes",3000,"Mia@Atl 08:00PM ET",1.250,"Mia"
"PF","Richaun Holmes",3000,"Phi@Chi 08:00PM ET",10.946,"Phi"
"SG","Jordan Adams",3000,"Was@Mem 08:00PM ET",9.500,"Mem"
"SF","Justin Anderson",3000,"Pho@Dal 08:30PM ET",4.313,"Dal"
"SG","Archie Goodwin",3000,"Pho@Dal 08:30PM ET",8.455,"Pho"
"PF","Jarell Martin",3000,"Was@Mem 08:00PM ET",0,"Mem"
"PF","Bobby Portis",3000,"Phi@Chi 08:00PM ET",7.417,"Chi"
"PF","Christian Wood",3000,"Phi@Chi 08:00PM ET",8.604,"Phi"
"C","Joel Embiid",3000,"Phi@Chi 08:00PM ET",0,"Phi"
"PG","Dante Exum",3000,"Uta@SA 08:30PM ET",0,"Uta"
"C","Walter Tavares",3000,"Mia@Atl 08:00PM ET",1.875,"Atl"
"C","Cristiano Felicio",3000,"Phi@Chi 08:00PM ET",1.750,"Chi"
"SF","Kelly Oubre Jr.",3000,"Was@Mem 08:00PM ET",4.400,"Was"
